"","Issue","State","ZIP_code","Count","Latitude","Longitude"
"40839","Loan modification，collection，foreclosure","CA",92039,1,32.8682,-117.2334
"40840","Loan modification，collection，foreclosure","CA",92038,2,32.8471,-117.2728
"40841","Loan modification，collection，foreclosure","CA",92037,22,32.8691,-117.2408
"40842","Loan modification，collection，foreclosure","CA",92029,17,33.0897,-117.1353
"40843","Loan modification，collection，foreclosure","CA",92028,18,33.3895,-117.1713
"40844","Loan modification，collection，foreclosure","CA",92027,28,33.1494,-117.0271
"40845","Loan modification，collection，foreclosure","CA",92026,31,33.2334,-117.1196
"40846","Loan modification，collection，foreclosure","CA",92025,14,33.0901,-117.0392
"40847","Loan modification，collection，foreclosure","CA",92024,33,33.0564,-117.251
"40848","Loan modification，collection，foreclosure","CA",92023,1,33.0372,-117.2925
"40849","Loan modification，collection，foreclosure","CA",92021,28,32.8331,-116.8666
"40850","Loan modification，collection，foreclosure","CA",92020,18,32.7912,-116.9666
"40851","Loan modification，collection，foreclosure","CA",92019,34,32.7799,-116.8773
"40852","Loan modification，collection，foreclosure","CA",92018,4,33.1622,-117.3493
"40853","Loan modification，collection，foreclosure","CA",92014,11,32.9694,-117.2594
"40854","Loan modification，collection，foreclosure","CA",92011,30,33.1103,-117.2964
"40855","Loan modification，collection，foreclosure","CA",92010,6,33.1548,-117.2922
"40856","Loan modification，collection，foreclosure","CA",92009,31,33.0972,-117.2442
"40857","Loan modification，collection，foreclosure","CA",92008,17,33.1497,-117.3229
"40858","Loan modification，collection，foreclosure","CA",92007,3,33.0216,-117.2746
"40859","Loan modification，collection，foreclosure","CA",92004,2,33.1938,-116.2797
"40860","Loan modification，collection，foreclosure","CA",92003,5,33.2871,-117.2061
"40861","Loan modification，collection，foreclosure","CA",91979,2,32.7311,-116.9718
"40862","Loan modification，collection，foreclosure","CA",91978,4,32.7071,-116.9209
"40863","Loan modification，collection，foreclosure","CA",91977,29,32.7217,-116.9976
"40864","Loan modification，collection，foreclosure","CA",91976,1,32.748,-116.9854
"40865","Loan modification，collection，foreclosure","CA",91950,10,32.67,-117.0928
"40866","Loan modification，collection，foreclosure","CA",91946,1,32.7426,-117.0279
"40867","Loan modification，collection，foreclosure","CA",91945,15,32.7313,-117.0325
"40868","Loan modification，collection，foreclosure","CA",91944,3,32.766,-117.0238
"40869","Loan modification，collection，foreclosure","CA",91943,3,32.7799,-117.0097
"40870","Loan modification，collection，foreclosure","CA",91942,12,32.7747,-117.0295
"40871","Loan modification，collection，foreclosure","CA",91941,23,32.7592,-116.994
"40872","Loan modification，collection，foreclosure","CA",91935,10,32.7077,-116.806
"40873","Loan modification，collection，foreclosure","CA",91932,11,32.5749,-117.1171
"40874","Loan modification，collection，foreclosure","CA",91921,2,32.653,-116.9668
"40875","Loan modification，collection，foreclosure","CA",91916,1,32.9191,-116.5897
"40876","Loan modification，collection，foreclosure","CA",91915,27,32.6316,-116.9354
"40877","Loan modification，collection，foreclosure","CA",91914,18,32.6651,-116.9555
"40878","Loan modification，collection，foreclosure","CA",91913,51,32.6206,-116.9933
"40879","Loan modification，collection，foreclosure","CA",91912,3,32.6243,-117.0732
"40880","Loan modification，collection，foreclosure","CA",91911,26,32.6053,-117.0456
"40881","Loan modification，collection，foreclosure","CA",91910,13,32.6365,-117.0526
"40882","Loan modification，collection，foreclosure","CA",91906,2,32.7013,-116.5813
"40883","Loan modification，collection，foreclosure","CA",91905,1,32.708,-116.2888
"40884","Loan modification，collection，foreclosure","CA",91903,2,32.8352,-116.7691
"40885","Loan modification，collection，foreclosure","CA",91902,11,32.6804,-117.0098
"40886","Loan modification，collection，foreclosure","CA",91901,19,32.8476,-116.738
"40887","Loan modification，collection，foreclosure","CA",91803,8,34.0768,-118.1422
"40888","Loan modification，collection，foreclosure","CA",91801,8,34.0898,-118.1277
"40889","Loan modification，collection，foreclosure","CA",91792,8,34.0208,-117.9009
"40890","Loan modification，collection，foreclosure","CA",91791,35,34.0574,-117.8938
"40891","Loan modification，collection，foreclosure","CA",91790,10,34.0722,-117.9359
"40892","Loan modification，collection，foreclosure","CA",91789,25,34.008,-117.85
"40893","Loan modification，collection，foreclosure","CA",91788,1,34.012,-117.8611
"40894","Loan modification，collection，foreclosure","CA",91786,37,34.1051,-117.6645
"40895","Loan modification，collection，foreclosure","CA",91784,18,34.1476,-117.6601
"40896","Loan modification，collection，foreclosure","CA",91780,6,34.1033,-118.0498
"40897","Loan modification，collection，foreclosure","CA",91776,6,34.0814,-118.0979
"40898","Loan modification，collection，foreclosure","CA",91775,7,34.1178,-118.0803
"40899","Loan modification，collection，foreclosure","CA",91773,15,34.1516,-117.7922
"40900","Loan modification，collection，foreclosure","CA",91770,21,34.0671,-118.0889
"40901","Loan modification，collection，foreclosure","CA",91769,2,34.0603,-117.7589
"40902","Loan modification，collection，foreclosure","CA",91768,7,34.0611,-117.7907
"40903","Loan modification，collection，foreclosure","CA",91767,12,34.083,-117.7408
"40904","Loan modification，collection，foreclosure","CA",91766,26,34.0377,-117.76
"40905","Loan modification，collection，foreclosure","CA",91765,36,33.9983,-117.8135
"40906","Loan modification，collection，foreclosure","CA",91764,45,34.08,-117.6262
"40907","Loan modification，collection，foreclosure","CA",91763,13,34.0698,-117.6981
"40908","Loan modification，collection，foreclosure","CA",91762,31,33.9892,-117.5827
"40909","Loan modification，collection，foreclosure","CA",91761,37,34.0276,-117.6045
"40910","Loan modification，collection，foreclosure","CA",91759,3,34.2794,-117.6251
"40911","Loan modification，collection，foreclosure","CA",91756,1,33.8839,-118.1895
"40912","Loan modification，collection，foreclosure","CA",91755,1,34.0492,-118.1177
"40913","Loan modification，collection，foreclosure","CA",91754,8,34.0552,-118.1471
"40914","Loan modification，collection，foreclosure","CA",91752,17,33.9967,-117.5321
"40915","Loan modification，collection，foreclosure","CA",91750,35,34.1314,-117.7659
"40916","Loan modification，collection，foreclosure","CA",91748,20,33.9765,-117.9013
"40917","Loan modification，collection，foreclosure","CA",91746,9,34.042,-117.9932
"40918","Loan modification，collection，foreclosure","CA",91745,37,34.0036,-117.9717
"40919","Loan modification，collection，foreclosure","CA",91744,24,34.0297,-117.9418
"40920","Loan modification，collection，foreclosure","CA",91743,1,34.0653,-117.5889
"40921","Loan modification，collection，foreclosure","CA",91741,9,34.1823,-117.8498
"40922","Loan modification，collection，foreclosure","CA",91740,12,34.1222,-117.8506
"40923","Loan modification，collection，foreclosure","CA",91739,60,34.1289,-117.5253
"40924","Loan modification，collection，foreclosure","CA",91737,19,34.1674,-117.5838
"40925","Loan modification，collection，foreclosure","CA",91733,10,34.0447,-118.0492
"40926","Loan modification，collection，foreclosure","CA",91732,10,34.074,-118.0128
"40927","Loan modification，collection，foreclosure","CA",91731,11,34.0809,-118.0403
"40928","Loan modification，collection，foreclosure","CA",91730,150,34.1061,-117.5872
"40929","Loan modification，collection，foreclosure","CA",91729,3,34.099,-117.564
"40930","Loan modification，collection，foreclosure","CA",91724,19,34.0795,-117.858
"40931","Loan modification，collection，foreclosure","CA",91723,7,34.0839,-117.8868
"40932","Loan modification，collection，foreclosure","CA",91722,18,34.0978,-117.9019
"40933","Loan modification，collection，foreclosure","CA",91715,1,34.0135,-117.9716
"40934","Loan modification，collection，foreclosure","CA",91711,19,34.1923,-117.7031
"40935","Loan modification，collection，foreclosure","CA",91710,47,34.008,-117.6906
"40936","Loan modification，collection，foreclosure","CA",91709,63,33.9485,-117.7272
"40937","Loan modification，collection，foreclosure","CA",91708,2,33.9581,-117.6412
"40938","Loan modification，collection，foreclosure","CA",91706,10,34.0972,-117.9609
"40939","Loan modification，collection，foreclosure","CA",91702,15,34.2328,-117.9081
"40940","Loan modification，collection，foreclosure","CA",91701,36,34.1893,-117.6322
"40941","Loan modification，collection，foreclosure","CA",91614,1,34.1423,-118.3949
"40942","Loan modification，collection，foreclosure","CA",91607,24,34.1613,-118.4004
"40943","Loan modification，collection，foreclosure","CA",91606,9,34.1897,-118.3903
"40944","Loan modification，collection，foreclosure","CA",91605,22,34.2057,-118.4031
"40945","Loan modification，collection，foreclosure","CA",91604,25,34.139,-118.3891
"40946","Loan modification，collection，foreclosure","CA",91603,1,34.168,-118.3776
"40947","Loan modification，collection，foreclosure","CA",91602,12,34.1479,-118.363
"40948","Loan modification，collection，foreclosure","CA",91601,17,34.1688,-118.3718
"40949","Loan modification，collection，foreclosure","CA",91507,1,34.1881,-118.349
"40950","Loan modification，collection，foreclosure","CA",91506,21,34.1729,-118.325
"40951","Loan modification，collection，foreclosure","CA",91505,32,34.1775,-118.3477
"40952","Loan modification，collection，foreclosure","CA",91504,15,34.2038,-118.3279
"40953","Loan modification，collection，foreclosure","CA",91502,14,34.1807,-118.3114
"40954","Loan modification，collection，foreclosure","CA",91501,10,34.1995,-118.2934
"40955","Loan modification，collection，foreclosure","CA",91436,31,34.1585,-118.4878
"40956","Loan modification，collection，foreclosure","CA",91423,22,34.1496,-118.4333
"40957","Loan modification，collection，foreclosure","CA",91416,1,34.1761,-118.5183
"40958","Loan modification，collection，foreclosure","CA",91413,3,34.1648,-118.4584
"40959","Loan modification，collection，foreclosure","CA",91411,28,34.1806,-118.4598
"40960","Loan modification，collection，foreclosure","CA",91410,1,34.1844,-118.4465
"40961","Loan modification，collection，foreclosure","CA",91406,46,34.1957,-118.4929
"40962","Loan modification，collection，foreclosure","CA",91405,14,34.203,-118.4466
"40963","Loan modification，collection，foreclosure","CA",91404,1,34.1893,-118.4488
"40964","Loan modification，collection，foreclosure","CA",91403,46,34.146,-118.4602
"40965","Loan modification，collection，foreclosure","CA",91402,20,34.2315,-118.448
"40966","Loan modification，collection，foreclosure","CA",91401,21,34.1739,-118.4312
"40967","Loan modification，collection，foreclosure","CA",91396,2,34.2102,-118.5711
"40968","Loan modification，collection，foreclosure","CA",91390,21,34.5403,-118.3971
"40969","Loan modification，collection，foreclosure","CA",91387,34,34.4271,-118.422
"40970","Loan modification，collection，foreclosure","CA",91386,1,34.4163,-118.4532
"40971","Loan modification，collection，foreclosure","CA",91384,20,34.551,-118.6471
"40972","Loan modification，collection，foreclosure","CA",91381,17,34.3638,-118.6149
"40973","Loan modification，collection，foreclosure","CA",91377,14,34.1929,-118.7532
"40974","Loan modification，collection，foreclosure","CA",91376,1,34.147,-118.7539
"40975","Loan modification，collection，foreclosure","CA",91372,1,34.1541,-118.6425
"40976","Loan modification，collection，foreclosure","CA",91367,45,34.175,-118.6104
"40977","Loan modification，collection，foreclosure","CA",91365,1,34.1696,-118.6089
"40978","Loan modification，collection，foreclosure","CA",91364,56,34.1552,-118.5988
"40979","Loan modification，collection，foreclosure","CA",91362,22,34.1916,-118.823
"40980","Loan modification，collection，foreclosure","CA",91361,26,34.1476,-118.8688
"40981","Loan modification，collection，foreclosure","CA",91360,42,34.2129,-118.8868
"40982","Loan modification，collection，foreclosure","CA",91359,1,34.1664,-118.8326
"40983","Loan modification，collection，foreclosure","CA",91357,6,34.1725,-118.5408
"40984","Loan modification，collection，foreclosure","CA",91356,54,34.1548,-118.5463
"40985","Loan modification，collection，foreclosure","CA",91355,32,34.4196,-118.5672
"40986","Loan modification，collection，foreclosure","CA",91354,20,34.4568,-118.5559
"40987","Loan modification，collection，foreclosure","CA",91352,28,34.2294,-118.3407
"40988","Loan modification，collection，foreclosure","CA",91351,20,34.4369,-118.4643
"40989","Loan modification，collection，foreclosure","CA",91350,32,34.4225,-118.5214
"40990","Loan modification，collection，foreclosure","CA",91346,1,34.2678,-118.4672
"40991","Loan modification，collection，foreclosure","CA",91345,14,34.275,-118.4612
"40992","Loan modification，collection，foreclosure","CA",91344,62,34.2909,-118.5021
"40993","Loan modification，collection，foreclosure","CA",91343,27,34.235,-118.4801
"40994","Loan modification，collection，foreclosure","CA",91342,48,34.312,-118.4106
"40995","Loan modification，collection，foreclosure","CA",91340,7,34.2867,-118.4342
"40996","Loan modification，collection，foreclosure","CA",91337,6,34.2035,-118.5361
"40997","Loan modification，collection，foreclosure","CA",91335,39,34.1994,-118.5404
"40998","Loan modification，collection，foreclosure","CA",91331,18,34.2559,-118.4177
"40999","Loan modification，collection，foreclosure","CA",91328,3,34.2441,-118.536
"41000","Loan modification，collection，foreclosure","CA",91326,44,34.2848,-118.5595
"41001","Loan modification，collection，foreclosure","CA",91325,40,34.2337,-118.5189
"41002","Loan modification，collection，foreclosure","CA",91324,24,34.2382,-118.5481
"41003","Loan modification，collection，foreclosure","CA",91321,22,34.3653,-118.4587
"41004","Loan modification，collection，foreclosure","CA",91320,25,34.1785,-118.9398
"41005","Loan modification，collection，foreclosure","CA",91316,30,34.1581,-118.5152
"41006","Loan modification，collection，foreclosure","CA",91311,30,34.2798,-118.6121
"41007","Loan modification，collection，foreclosure","CA",91309,1,34.2186,-118.5975
"41008","Loan modification，collection，foreclosure","CA",91308,3,34.2004,-118.6294
"41009","Loan modification，collection，foreclosure","CA",91307,30,34.2001,-118.6707
"41010","Loan modification，collection，foreclosure","CA",91306,45,34.2137,-118.5754
"41011","Loan modification，collection，foreclosure","CA",91305,1,34.2011,-118.603
"41012","Loan modification，collection，foreclosure","CA",91304,58,34.2285,-118.6024
"41013","Loan modification，collection，foreclosure","CA",91303,5,34.1985,-118.6015
"41014","Loan modification，collection，foreclosure","CA",91302,21,34.1116,-118.6956
"41015","Loan modification，collection，foreclosure","CA",91301,26,34.1341,-118.7567
"41016","Loan modification，collection，foreclosure","CA",91225,1,34.1336,-118.2546
"41017","Loan modification，collection，foreclosure","CA",91224,2,34.2309,-118.2509
"41018","Loan modification，collection，foreclosure","CA",91214,20,34.239,-118.2457
"41019","Loan modification，collection，foreclosure","CA",91209,1,34.1463,-118.2518
"41020","Loan modification，collection，foreclosure","CA",91208,9,34.1936,-118.2422
"41021","Loan modification，collection，foreclosure","CA",91207,5,34.1682,-118.243
"41022","Loan modification，collection，foreclosure","CA",91206,12,34.1661,-118.199
"41023","Loan modification，collection，foreclosure","CA",91205,10,34.1349,-118.2439
"41024","Loan modification，collection，foreclosure","CA",91204,9,34.1356,-118.2606
"41025","Loan modification，collection，foreclosure","CA",91203,12,34.15,-118.2644
"41026","Loan modification，collection，foreclosure","CA",91202,13,34.1656,-118.2681
"41027","Loan modification，collection，foreclosure","CA",91201,4,34.1837,-118.2787
"41028","Loan modification，collection，foreclosure","CA",91109,3,34.1977,-118.1753
"41029","Loan modification，collection，foreclosure","CA",91107,16,34.1656,-118.0832
"41030","Loan modification，collection，foreclosure","CA",91106,4,34.1436,-118.122
"41031","Loan modification，collection，foreclosure","CA",91105,9,34.1433,-118.1643
"41032","Loan modification，collection，foreclosure","CA",91104,18,34.168,-118.1222
"41033","Loan modification，collection，foreclosure","CA",91103,18,34.1661,-118.1671
"41034","Loan modification，collection，foreclosure","CA",91102,2,34.1458,-118.1447
"41035","Loan modification，collection，foreclosure","CA",91101,9,34.1481,-118.1384
"41036","Loan modification，collection，foreclosure","CA",91066,1,34.1411,-118.0302
"41037","Loan modification，collection，foreclosure","CA",91042,25,34.3099,-118.2275
"41038","Loan modification，collection，foreclosure","CA",91040,11,34.3114,-118.2987
"41039","Loan modification，collection，foreclosure","CA",91030,7,34.1115,-118.1576
"41040","Loan modification，collection，foreclosure","CA",91025,1,34.1607,-118.0528
"41041","Loan modification，collection，foreclosure","CA",91024,5,34.2066,-118.0398
"41042","Loan modification，collection，foreclosure","CA",91021,1,34.2066,-118.2248
"41043","Loan modification，collection，foreclosure","CA",91020,14,34.2121,-118.231
"41044","Loan modification，collection，foreclosure","CA",91017,1,34.1501,-117.9989
"41045","Loan modification，collection，foreclosure","CA",91016,27,34.1702,-117.9817
"41046","Loan modification，collection，foreclosure","CA",91011,7,34.2363,-118.1962
"41047","Loan modification，collection，foreclosure","CA",91010,7,34.1539,-117.9371
"41048","Loan modification，collection，foreclosure","CA",91009,2,34.1383,-117.9666
"41049","Loan modification，collection，foreclosure","CA",91008,1,34.1536,-117.9726
"41050","Loan modification，collection，foreclosure","CA",91007,1,34.126,-118.0495
"41051","Loan modification，collection，foreclosure","CA",91006,5,34.1381,-118.026
"41052","Loan modification，collection，foreclosure","CA",91003,1,34.185,-118.1315
"41053","Loan modification，collection，foreclosure","CA",91001,34,34.2218,-118.1498
"41054","Loan modification，collection，foreclosure","CA",90832,1,33.7674,-118.1994
"41055","Loan modification，collection，foreclosure","CA",90815,18,33.7939,-118.1206
"41056","Loan modification，collection，foreclosure","CA",90814,11,33.7721,-118.1429
"41057","Loan modification，collection，foreclosure","CA",90813,7,33.7837,-118.1861
"41058","Loan modification，collection，foreclosure","CA",90810,13,33.819,-118.2231
"41059","Loan modification，collection，foreclosure","CA",90809,1,33.7972,-118.1513
"41060","Loan modification，collection，foreclosure","CA",90808,18,33.8287,-118.1175
"41061","Loan modification，collection，foreclosure","CA",90807,67,33.8301,-118.1836
"41062","Loan modification，collection，foreclosure","CA",90806,14,33.8079,-118.1946
"41063","Loan modification，collection，foreclosure","CA",90805,35,33.865,-118.1756
"41064","Loan modification，collection，foreclosure","CA",90804,8,33.7823,-118.1499
"41065","Loan modification，collection，foreclosure","CA",90803,9,33.7606,-118.1424
"41066","Loan modification，collection，foreclosure","CA",90802,19,33.7683,-118.1862
"41067","Loan modification，collection，foreclosure","CA",90755,18,33.8043,-118.168
"41068","Loan modification，collection，foreclosure","CA",90746,46,33.8604,-118.2419
"41069","Loan modification，collection，foreclosure","CA",90745,22,33.8298,-118.2638
"41070","Loan modification，collection，foreclosure","CA",90744,12,33.7793,-118.2639
"41071","Loan modification，collection，foreclosure","CA",90740,8,33.7553,-118.0705
"41072","Loan modification，collection，foreclosure","CA",90733,1,33.7361,-118.2805
"41073","Loan modification，collection，foreclosure","CA",90732,20,33.735,-118.3121
"41074","Loan modification，collection，foreclosure","CA",90731,40,33.7339,-118.2914
"41075","Loan modification，collection，foreclosure","CA",90723,13,33.8993,-118.165
"41076","Loan modification，collection，foreclosure","CA",90720,13,33.7983,-118.0596
"41077","Loan modification，collection，foreclosure","CA",90717,8,33.7943,-118.3177
"41078","Loan modification，collection，foreclosure","CA",90716,5,33.8281,-118.0727
"41079","Loan modification，collection，foreclosure","CA",90715,6,33.8405,-118.0777
"41080","Loan modification，collection，foreclosure","CA",90713,11,33.8537,-118.1129
"41081","Loan modification，collection，foreclosure","CA",90712,22,33.8397,-118.1535
"41082","Loan modification，collection，foreclosure","CA",90710,16,33.7962,-118.2968
"41083","Loan modification，collection，foreclosure","CA",90707,1,33.882,-118.1243
"41084","Loan modification，collection，foreclosure","CA",90706,26,33.888,-118.1277
"41085","Loan modification，collection，foreclosure","CA",90703,25,33.8684,-118.0495
"41086","Loan modification，collection，foreclosure","CA",90702,1,33.8658,-118.0842
"41087","Loan modification，collection，foreclosure","CA",90701,7,33.8685,-118.0806
"41088","Loan modification，collection，foreclosure","CA",90680,10,33.7952,-117.9962
"41089","Loan modification，collection，foreclosure","CA",90670,5,33.9249,-118.0582
"41090","Loan modification，collection，foreclosure","CA",90660,22,33.9913,-118.0932
"41091","Loan modification，collection，foreclosure","CA",90651,2,33.9037,-118.0787
"41092","Loan modification，collection，foreclosure","CA",90650,49,33.9073,-118.0805
"41093","Loan modification，collection，foreclosure","CA",90640,24,34.0115,-118.1108
"41094","Loan modification，collection，foreclosure","CA",90638,24,33.899,-118.0073
"41095","Loan modification，collection，foreclosure","CA",90633,1,33.9328,-117.9461
"41096","Loan modification，collection，foreclosure","CA",90631,27,33.9374,-117.9481
"41097","Loan modification，collection，foreclosure","CA",90630,21,33.8184,-118.0414
"41098","Loan modification，collection，foreclosure","CA",90623,5,33.8507,-118.0413
"41099","Loan modification，collection，foreclosure","CA",90621,7,33.8779,-117.994
"41100","Loan modification，collection，foreclosure","CA",90620,19,33.8424,-118.0066
"41101","Loan modification，collection，foreclosure","CA",90607,2,33.9607,-118.0257
"41102","Loan modification，collection，foreclosure","CA",90606,10,33.9789,-118.0663
"41103","Loan modification，collection，foreclosure","CA",90605,23,33.9489,-118.0386
"41104","Loan modification，collection，foreclosure","CA",90604,15,33.9329,-118.0156
"41105","Loan modification，collection，foreclosure","CA",90603,16,33.947,-117.9937
"41106","Loan modification，collection，foreclosure","CA",90602,7,33.9691,-118.0289
"41107","Loan modification，collection，foreclosure","CA",90601,14,34.0109,-118.0369
"41108","Loan modification，collection，foreclosure","CA",90505,5,33.8056,-118.3508
"41109","Loan modification，collection，foreclosure","CA",90504,9,33.869,-118.3309
"41110","Loan modification，collection，foreclosure","CA",90503,15,33.8375,-118.3518
"41111","Loan modification，collection，foreclosure","CA",90502,4,33.8321,-118.2934
"41112","Loan modification，collection，foreclosure","CA",90501,8,33.8377,-118.3141
"41113","Loan modification，collection，foreclosure","CA",90406,3,34.0151,-118.4882
"41114","Loan modification，collection，foreclosure","CA",90405,12,34.0108,-118.47
"41115","Loan modification，collection，foreclosure","CA",90404,7,34.0275,-118.4712
"41116","Loan modification，collection，foreclosure","CA",90403,5,34.0345,-118.4858
"41117","Loan modification，collection，foreclosure","CA",90402,5,34.0366,-118.5045
"41118","Loan modification，collection，foreclosure","CA",90401,2,34.0145,-118.4925
"41119","Loan modification，collection，foreclosure","CA",90312,1,33.9618,-118.357
"41120","Loan modification，collection，foreclosure","CA",90308,1,33.9593,-118.3514
"41121","Loan modification，collection，foreclosure","CA",90305,26,33.9588,-118.3306
"41122","Loan modification，collection，foreclosure","CA",90304,6,33.9357,-118.3567
"41123","Loan modification，collection，foreclosure","CA",90303,19,33.9357,-118.3313
"41124","Loan modification，collection，foreclosure","CA",90302,9,33.9718,-118.3567
"41125","Loan modification，collection，foreclosure","CA",90301,15,33.9597,-118.3606
"41126","Loan modification，collection，foreclosure","CA",90295,2,33.9862,-118.4392
"41127","Loan modification，collection，foreclosure","CA",90293,11,33.942,-118.4394
"41128","Loan modification，collection，foreclosure","CA",90292,16,33.9775,-118.462
"41129","Loan modification，collection，foreclosure","CA",90291,15,33.9936,-118.464
"41130","Loan modification，collection，foreclosure","CA",90290,14,34.0941,-118.6111
"41131","Loan modification，collection，foreclosure","CA",90280,50,33.9383,-118.1946
"41132","Loan modification，collection，foreclosure","CA",90278,37,33.8772,-118.3706
"41133","Loan modification，collection，foreclosure","CA",90277,27,33.8332,-118.3827
"41134","Loan modification，collection，foreclosure","CA",90275,25,33.7866,-118.2987
"41135","Loan modification，collection，foreclosure","CA",90274,19,32.921,-118.5126
"41136","Loan modification，collection，foreclosure","CA",90272,8,34.079,-118.5516
"41137","Loan modification，collection，foreclosure","CA",90270,2,33.9881,-118.1868
"41138","Loan modification，collection，foreclosure","CA",90267,1,33.8861,-118.3959
"41139","Loan modification，collection，foreclosure","CA",90266,24,33.8934,-118.3983
"41140","Loan modification，collection，foreclosure","CA",90265,17,34.0793,-118.8787
"41141","Loan modification，collection，foreclosure","CA",90262,23,33.9223,-118.2005
"41142","Loan modification，collection，foreclosure","CA",90260,10,33.8862,-118.3477
"41143","Loan modification，collection，foreclosure","CA",90255,26,33.975,-118.2194
"41144","Loan modification，collection，foreclosure","CA",90254,15,33.8685,-118.3971
"41145","Loan modification，collection，foreclosure","CA",90250,41,33.9084,-118.3526
"41146","Loan modification，collection，foreclosure","CA",90249,19,33.8996,-118.3192
"41147","Loan modification，collection，foreclosure","CA",90248,2,33.8785,-118.2803
"41148","Loan modification，collection，foreclosure","CA",90247,32,33.8947,-118.2975
"41149","Loan modification，collection，foreclosure","CA",90245,3,33.9167,-118.4036
"41150","Loan modification，collection，foreclosure","CA",90242,20,33.9223,-118.1415
"41151","Loan modification，collection，foreclosure","CA",90241,30,33.9358,-118.1248
"41152","Loan modification，collection，foreclosure","CA",90240,12,33.9534,-118.114
"41153","Loan modification，collection，foreclosure","CA",90232,12,34.0236,-118.3876
"41154","Loan modification，collection，foreclosure","CA",90230,16,33.994,-118.3981
"41155","Loan modification，collection，foreclosure","CA",90224,1,33.89,-118.2162
"41156","Loan modification，collection，foreclosure","CA",90222,12,33.9125,-118.2354
"41157","Loan modification，collection，foreclosure","CA",90221,20,33.8777,-118.2126
"41158","Loan modification，collection，foreclosure","CA",90220,48,33.8749,-118.2328
"41159","Loan modification，collection，foreclosure","CA",90213,11,34.0731,-118.3935
"41160","Loan modification，collection，foreclosure","CA",90212,5,34.0607,-118.401
"41161","Loan modification，collection，foreclosure","CA",90211,16,34.0656,-118.3818
"41162","Loan modification，collection，foreclosure","CA",90210,36,34.1008,-118.4157
"41163","Loan modification，collection，foreclosure","CA",90209,2,34.0734,-118.3936
"41164","Loan modification，collection，foreclosure","CA",90201,11,33.9678,-118.1676
"41165","Loan modification，collection，foreclosure","CA",90094,1,33.9713,-118.4252
"41166","Loan modification，collection，foreclosure","CA",90081,1,34.0484,-118.2582
"41167","Loan modification，collection，foreclosure","CA",90077,12,34.1043,-118.4585
"41168","Loan modification，collection，foreclosure","CA",90076,3,34.0636,-118.3052
"41169","Loan modification，collection，foreclosure","CA",90075,1,34.0636,-118.3052
"41170","Loan modification，collection，foreclosure","CA",90071,5,34.0506,-118.2554
"41171","Loan modification，collection，foreclosure","CA",90069,101,34.0934,-118.3831
"41172","Loan modification，collection，foreclosure","CA",90068,17,34.1322,-118.3367
"41173","Loan modification，collection，foreclosure","CA",90067,10,34.0565,-118.4144
"41174","Loan modification，collection，foreclosure","CA",90066,16,33.9998,-118.431
"41175","Loan modification，collection，foreclosure","CA",90065,20,34.1111,-118.2288
"41176","Loan modification，collection，foreclosure","CA",90064,24,34.0409,-118.418
"41177","Loan modification，collection，foreclosure","CA",90063,7,34.0475,-118.1854
"41178","Loan modification，collection，foreclosure","CA",90062,14,33.9965,-118.3088
"41179","Loan modification，collection，foreclosure","CA",90061,8,33.9293,-118.274
"41180","Loan modification，collection，foreclosure","CA",90059,12,33.9215,-118.2521
"41181","Loan modification，collection，foreclosure","CA",90058,1,34.0002,-118.2093
"41182","Loan modification，collection，foreclosure","CA",90057,2,34.0627,-118.2758
"41183","Loan modification，collection，foreclosure","CA",90056,22,33.9931,-118.3683
"41184","Loan modification，collection，foreclosure","CA",90053,1,34.0534,-118.2408
"41185","Loan modification，collection，foreclosure","CA",90051,1,33.9757,-118.2564
"41186","Loan modification，collection，foreclosure","CA",90049,13,34.0856,-118.4894
"41187","Loan modification，collection，foreclosure","CA",90048,12,34.0709,-118.3726
"41188","Loan modification，collection，foreclosure","CA",90047,75,33.9582,-118.309
"41189","Loan modification，collection，foreclosure","CA",90046,60,34.1081,-118.3698
"41190","Loan modification，collection，foreclosure","CA",90045,28,33.9555,-118.4044
"41191","Loan modification，collection，foreclosure","CA",90044,28,33.9642,-118.2915
"41192","Loan modification，collection，foreclosure","CA",90043,59,33.9838,-118.3376
"41193","Loan modification，collection，foreclosure","CA",90042,22,34.1155,-118.1921
"41194","Loan modification，collection，foreclosure","CA",90041,23,34.1337,-118.2055
"41195","Loan modification，collection，foreclosure","CA",90040,2,33.9942,-118.1435
"41196","Loan modification，collection，foreclosure","CA",90039,9,34.12,-118.2633
"41197","Loan modification，collection，foreclosure","CA",90038,8,34.0885,-118.3269
"41198","Loan modification，collection，foreclosure","CA",90037,15,33.9965,-118.2871
"41199","Loan modification，collection，foreclosure","CA",90036,14,34.07,-118.3496
"41200","Loan modification，collection，foreclosure","CA",90035,27,34.0521,-118.3858
"41201","Loan modification，collection，foreclosure","CA",90034,18,34.0285,-118.4079
"41202","Loan modification，collection，foreclosure","CA",90033,4,34.0488,-118.2132
"41203","Loan modification，collection，foreclosure","CA",90032,12,34.0833,-118.1792
"41204","Loan modification，collection，foreclosure","CA",90031,9,34.081,-118.2126
"41205","Loan modification，collection，foreclosure","CA",90029,4,34.0886,-118.2953
"41206","Loan modification，collection，foreclosure","CA",90028,5,34.0999,-118.3268
"41207","Loan modification，collection，foreclosure","CA",90027,12,34.127,-118.2894
